id	book	chapter	denomination	anger	disgust	fear	joy	sadness	openness	conscientiousness	extraversion	agreeableness	emotional_range	wc
729	Mark,  Hebrews,  John,  John,  Matthew,  Matthew,  Hebrews,  Hebrews,  Titus	9, 3, 8, 4, 12, 12, 13, 4, 2	Evangelical/Non-Denominational	0.126534	0.145667	0.111719	0.590049	0.491762	0.953245	0.594774	0.297976	0.666405	0.8002	2225
730	John,  Exodus	14, 20	Christian/Church Of Christ	0.113333	0.470952	0.154243	0.534746	0.578407	0.808798	0.552577	0.422337	0.963767	0.546904	1471
731	Job	36	Calvary Chapel	0.179485	0.200969	0.18464	0.143168	0.541849	0.903737	0.830036	0.081653	0.530271	0.618822	3002
732	Ephesians	4	Christian/Church Of Christ	0.210351	0.172372	0.08588	0.471668	0.495795	0.819756	0.926693	0.266812	0.776608	0.694591	1928
733	Ephesians	1	Presbyterian/Reformed	0.144848	0.137261	0.098771	0.566287	0.504642	0.939473	0.863447	0.410101	0.849711	0.795727	2918
734	Acts	13	United Methodist	0.118874	0.126271	0.176517	0.498988	0.494345	0.8579	0.702739	0.311235	0.609402	0.699794	1481
735	1 Corinthians	14	Assembly Of God	0.182978	0.502237	0.123355	0.126321	0.547405	0.905483	0.44301	0.10002	0.561015	0.51232	1726
736	1 Corinthians	16	Assembly Of God	0.20131	0.138533	0.133648	0.539699	0.206874	0.74436	0.947485	0.502644	0.727186	0.784957	407
737	Mark	5	Assembly Of God	0.154311	0.16669	0.202165	0.185845	0.496356	0.934164	0.670398	0.375938	0.9852	0.64408	300
738	Philippians,  Romans,  Romans,  Romans,  1 Corinthians,  1 Corinthians,  2 Timothy,  1 Peter,  Galatians,  Galatians,  Ephesians,  Philemon,  1 Corinthians,  1 John,  Ephesians,  Ephesians,  1 Peter,  1 Thessalonians,  1 Peter,  Exodus	3, 8, 10, 1, 1, 6, 1, 1, 5, 5, 2, 1, 1, 1, 4, 4, 2, 2, 5, 10	Evangelical/Non-Denominational	0.164893	0.131115	0.122581	0.500737	0.614707	0.946597	0.925261	0.215676	0.722088	0.78407	2774
739	Matthew	2	Independent/Bible	0.113913	0.143179	0.10732	0.465736	0.492851	0.922135	0.834372	0.391052	0.896967	0.756583	1611
740	2 Samuel	12	Independent/Bible	0.188461	0.476667	0.151698	0.482747	0.564022	0.657531	0.734292	0.084747	0.67733	0.711501	1494
741	2 Samuel,  Psalms	12, 51	Independent/Bible	0.18002	0.468557	0.13078	0.505154	0.585563	0.633688	0.91248	0.096853	0.8231	0.645609	1644
742	Revelation	6	Baptist	0.207883	0.162629	0.098332	0.500705	0.527693	0.976005	0.748997	0.095703	0.21284	0.703318	2811
743	Proverbs	7	Pentecostal	0.195386	0.505772	0.18247	0.484405	0.264224	0.857003	0.318242	0.315886	0.754452	0.653326	398
744	Acts	6	Pentecostal	0.130822	0.458444	0.151881	0.165792	0.559725	0.901057	0.670629	0.257019	0.455866	0.57538	656
745	John	11	Evangelical/Non-Denominational	0.171696	0.126526	0.146351	0.507355	0.535908	0.760541	0.864163	0.283013	0.853047	0.692819	2701
746	Romans	12	Catholic	0.145643	0.557273	0.15449	0.442746	0.541105	0.841581	0.742523	0.395024	0.709114	0.6814	1437
747	Mark	3	Catholic	0.537042	0.111094	0.485716	0.496721	0.589661	0.868377	0.518292	0.265008	0.249408	0.451871	810
748	Philippians	3	Evangelical/Non-Denominational	0.144887	0.107731	0.160049	0.460228	0.58957	0.713761	0.780651	0.054609	0.718156	0.570793	2605
749	James	1	Wesleyan	0.138764	0.113399	0.119224	0.684272	0.554294	0.869921	0.475418	0.210559	0.973839	0.378131	676
750	Psalms,  Psalms	116, 116	Evangelical/Non-Denominational	0.147148	0.069759	0.133859	0.515524	0.588507	0.889777	0.913741	0.072574	0.973071	0.757609	670
751	1 Corinthians	2	Baptist	0.151998	0.132456	0.140727	0.548355	0.510407	0.972056	0.564857	0.286792	0.406247	0.634018	2656
752	Luke	4	Independent/Bible	0.162443	0.158361	0.126655	0.562307	0.510863	0.893655	0.58763	0.318649	0.432567	0.706437	2777
753	Psalms	1	Evangelical/Non-Denominational	0.165993	0.492616	0.12805	0.610987	0.495267	0.895079	0.617526	0.460977	0.678264	0.483959	1179
754	Psalms	90	Baptist	0.164685	0.162393	0.146277	0.519335	0.567781	0.812751	0.881238	0.097227	0.610104	0.667546	2955
755	Genesis,  Revelation	1, 12	Pentecostal	0.081308	0.527497	0.048938	0.610565	0.580073	0.911314	0.812207	0.345927	0.836566	0.616361	248
756	Mark	8	Baptist	0.164668	0.480837	0.11356	0.515991	0.544576	0.913934	0.563337	0.192958	0.749801	0.590293	2944
757	Psalms	34	Christian Church	0.135956	0.145512	0.155552	0.548568	0.544751	0.868646	0.654557	0.214888	0.860697	0.578903	2964
758	Hebrews	12	Pentecostal	0.212333	0.487133	0.15336	0.076322	0.567572	0.967087	0.101555	0.048746	0.042692	0.372242	875
759	Matthew	3	Lutheran	0.138652	0.199604	0.130675	0.518368	0.547602	0.787098	0.549291	0.117092	0.80121	0.738142	1936
760	Psalms	115	Charismatic	0.202806	0.438718	0.440303	0.508204	0.216235	0.8153	0.904084	0.130974	0.803156	0.75525	612
761	Matthew,  Matthew	18, 19	Evangelical/Non-Denominational	0.103091	0.082151	0.123536	0.607192	0.505817	0.816665	0.698135	0.152384	0.846725	0.475061	2559
762	Psalms	138	Assembly Of God	0.178173	0.160327	0.134638	0.479856	0.508479	0.661145	0.694875	0.200902	0.676551	0.681519	2282
763	1 Corinthians	12	Pentecostal	0.105557	0.461578	0.143398	0.517047	0.258224	0.940645	0.716113	0.123824	0.527843	0.576774	1240
764	Psalms	37	Pentecostal	0.079148	0.116415	0.153778	0.558751	0.581596	0.684309	0.816678	0.107083	0.751541	0.844922	317
765	Ezekiel	10	Christian/Church Of Christ	0.14547	0.163451	0.131418	0.523282	0.470725	0.961137	0.833288	0.185893	0.604045	0.795413	2924
766	Jeremiah	1	Evangelical/Non-Denominational	0.147005	0.570678	0.125279	0.422489	0.541812	0.89859	0.728572	0.485649	0.615419	0.676506	534
767	Joshua,  Joshua	6, 6	Charismatic	0.102511	0.148715	0.128164	0.552183	0.525911	0.52529	0.896058	0.354089	0.809507	0.818335	1737
768	Mark	2	Pentecostal	0.532119	0.52061	0.158172	0.088145	0.521947	0.901035	0.748226	0.046774	0.350102	0.543321	1024
769	Matthew,  Isaiah	2, 60	Catholic	0.119391	0.159551	0.143443	0.537649	0.505601	0.855931	0.472796	0.095009	0.496393	0.593104	712
770	Revelation	6	Baptist	0.177541	0.49873	0.153246	0.093896	0.60481	0.929823	0.52653	0.12236	0.06108	0.670904	1922
771	Mark	4	Evangelical Free	0.190056	0.151941	0.112088	0.483858	0.256039	0.85645	0.555663	0.107634	0.603539	0.570475	758
772	Luke	2	Nazarene	0.138654	0.119319	0.119884	0.534787	0.274805	0.761267	0.833919	0.198997	0.798764	0.748859	2856
773	Hebrews	11	Baptist	0.142104	0.074694	0.598751	0.495951	0.579498	0.703411	0.721544	0.036743	0.687741	0.513763	1623
774	Joel	1	Assembly Of God	0.214299	0.169804	0.17773	0.107662	0.582065	0.877657	0.721446	0.19129	0.433821	0.668645	2893
775	Luke	2	Nazarene	0.124702	0.112062	0.123661	0.536985	0.543011	0.82016	0.852741	0.15299	0.859915	0.67801	2880
776	Colossians	1	Independent/Bible	0.136291	0.129528	0.10949	0.537579	0.268119	0.986427	0.719882	0.303282	0.46279	0.755431	2468
777	James	2	Baptist	0.12003	0.45038	0.013687	0.655051	0.128905	0.901716	0.811151	0.369858	0.83265	0.628019	1891
778	John	10	Evangelical/Non-Denominational	0.145933	0.158374	0.142222	0.545212	0.476094	0.28707	0.929229	0.138044	0.954849	0.74878	80
779	Isaiah,  Exodus	43, 12	Pentecostal	0.205529	0.153197	0.161127	0.524945	0.538682	0.732039	0.630589	0.034601	0.430846	0.684569	2004
780	James,  James	1, 3	Christian/Church Of Christ	0.152594	0.491246	0.095466	0.579556	0.262107	0.925832	0.122749	0.138993	0.461206	0.172052	2919
781	Psalms,  Proverbs	102, 3	Foursquare	0.187359	0.166501	0.497458	0.075819	0.569066	0.929618	0.642977	0.098463	0.614016	0.379758	2749
782	2 Kings	2	Independent/Bible	0.181973	0.150275	0.179401	0.552006	0.57341	0.884035	0.591704	0.357621	0.778852	0.61285	1057
783	John	3	Evangelical/Non-Denominational	0.14821	0.091244	0.091211	0.562181	0.524961	0.823613	0.930643	0.015708	0.750141	0.705999	92
784	John	11	Evangelical/Non-Denominational	0.129305	0.127395	0.101009	0.181239	0.628084	0.895821	0.581628	0.036818	0.823607	0.597334	78
785	Matthew,  Matthew	14, 9	Nazarene	0.139216	0.140197	0.155883	0.528134	0.550864	0.766719	0.546378	0.188899	0.775097	0.413926	2843
786	1 Samuel	14	Nazarene	0.196715	0.196265	0.119503	0.510539	0.525772	0.882786	0.942533	0.079541	0.613168	0.793595	2904
787	Revelation	6	Baptist	0.501812	0.170402	0.156856	0.10177	0.565614	0.98586	0.682599	0.078114	0.185554	0.577679	1619
788	Micah,  Luke	6, 15	Assembly Of God	0.107992	0.487815	0.126034	0.579766	0.539821	0.845151	0.549245	0.253005	0.893143	0.572209	1868
789	Genesis	6	Baptist	0.493987	0.144301	0.102518	0.600995	0.525667	0.814229	0.455306	0.05619	0.533581	0.435589	2263
790	Judges	1	Baptist	0.12165	0.134915	0.117353	0.511703	0.548801	0.798775	0.87543	0.12923	0.497058	0.667935	1306
791	Genesis	1	Evangelical/Non-Denominational	0.227667	0.063308	0.08856	0.469788	0.471575	0.650643	0.574973	0.004318	0.373659	0.475274	64
792	2 Timothy	2	Evangelical/Non-Denominational	0.123997	0.09139	0.191973	0.555619	0.28298	0.340175	0.099155	0.142075	0.374231	0.104301	46
793	Revelation	6	Baptist	0.441163	0.429041	0.142131	0.502999	0.605983	0.959095	0.843283	0.161186	0.592633	0.782274	2898
794	1 Corinthians	13	Pentecostal	0.090152	0.076866	0.092855	0.677124	0.174629	0.9077	0.794437	0.238982	0.639732	0.455989	1168
795	Numbers,  2 Timothy	13, 1	Assembly Of God	0.133315	0.101444	0.689579	0.158701	0.517805	0.690011	0.838201	0.05813	0.622944	0.499563	1882
796	Matthew	6	Baptist	0.525783	0.144424	0.156905	0.155743	0.509893	0.736633	0.900306	0.114206	0.884452	0.679653	2044
797	Revelation,  2 Corinthians	3, 1	Church Of God	0.180342	0.131296	0.120938	0.223399	0.545799	0.882012	0.858274	0.11613	0.833341	0.583152	525
798	Isaiah,  2 Corinthians	43, 5	Pentecostal	0.131688	0.128878	0.12706	0.503281	0.524662	0.665483	0.93798	0.094096	0.784578	0.645274	1999
799	Acts	16	Christian/Church Of Christ	0.161525	0.117662	0.144272	0.567521	0.55083	0.730921	0.768256	0.228832	0.836726	0.643323	2700
800	Acts	16	Christian/Church Of Christ	0.161258	0.120287	0.147311	0.567243	0.54319	0.72967	0.768118	0.227521	0.836719	0.642844	2700
801	Philippians	4	Baptist	0.101874	0.099803	0.147082	0.513841	0.570091	0.789699	0.662719	0.059199	0.918498	0.43243	2016
802	Revelation	6	Baptist	0.127697	0.122317	0.594137	0.5406	0.537183	0.947025	0.624659	0.192232	0.132789	0.66083	3115
803	1 John	4	Pentecostal	0.548809	0.089171	0.605189	0.12557	0.588962	0.828542	0.770171	0.384336	0.92358	0.786499	453
804	Job	1	Christian Church	0.158457	0.113264	0.458524	0.181896	0.536056	0.886959	0.583907	0.127265	0.675554	0.483306	2868
805	Romans	13	Christian/Church Of Christ	0.128649	0.483141	0.158028	0.548696	0.5261	0.730272	0.513862	0.226387	0.536632	0.589164	1700
806	Psalms	40	United Methodist	0.443871	0.497043	0.14848	0.095927	0.591055	0.683558	0.121117	0.0718	0.596191	0.2843	772
807	Job	37	Calvary Chapel	0.117352	0.128294	0.195835	0.526488	0.272366	0.945977	0.577595	0.195004	0.288244	0.615955	2833
808	Mark	5	Assembly Of God	0.144114	0.472466	0.162949	0.471422	0.571597	0.849038	0.261439	0.296853	0.976478	0.425328	1921
809	2 Timothy,  Galatians	1, 5	Assembly Of God	0.115256	0.052184	0.72645	0.083406	0.171408	0.794	0.659739	0.128568	0.842281	0.254742	1691
810	Job	38	Calvary Chapel	0.193984	0.11726	0.203397	0.497325	0.542753	0.961378	0.856316	0.198092	0.429869	0.732968	3109
811	Ephesians	4	Christian/Church Of Christ	0.62181	0.129628	0.159741	0.083469	0.516493	0.707885	0.268901	0.042125	0.224261	0.440194	2095
812	Mark	11	Pentecostal	0.143088	0.108778	0.072848	0.622135	0.446787	0.425609	0.405931	0.112392	0.759805	0.494343	290
813	2 Samuel	12	Independent/Bible	0.15456	0.185423	0.123864	0.175408	0.559675	0.660126	0.743733	0.024275	0.860361	0.571894	1666
814	Matthew	27	Evangelical/Non-Denominational	0.208224	0.206059	0.126851	0.50212	0.575241	0.980686	0.680158	0.397106	0.841704	0.680294	579
815	John	1	Anglican	0.139374	0.470625	0.10799	0.176584	0.543875	0.912452	0.773988	0.263162	0.905484	0.786329	1048
816	Ephesians	1	Presbyterian/Reformed	0.152325	0.101007	0.068531	0.625625	0.45577	0.943542	0.883867	0.465558	0.910385	0.752271	2807
817	James	1	Baptist	0.152249	0.155819	0.105789	0.551416	0.484101	0.914313	0.511659	0.066591	0.560183	0.479374	603
818	Ezra	1	Baptist	0.146797	0.135864	0.139001	0.529228	0.533142	0.93653	0.685099	0.065712	0.378662	0.752331	2917
819	1 Corinthians,  Hebrews	3, 5	Baptist	0.170108	0.153297	0.168426	0.526836	0.545155	0.729667	0.423773	0.308048	0.710654	0.503329	1421
820	Acts	2	Baptist	0.175306	0.117526	0.149761	0.50317	0.563845	0.701147	0.392558	0.373422	0.79933	0.34601	2350
821	Acts	2	Baptist	0.175306	0.117526	0.149761	0.50317	0.563845	0.701147	0.392558	0.373422	0.79933	0.34601	2350
822	Philippians	2	Baptist	0.173477	0.148701	0.134948	0.508816	0.50268	0.780013	0.537836	0.215799	0.706677	0.392379	1997
823	Matthew	22	Pentecostal	0.102	0.089656	0.11661	0.596022	0.522755	0.718248	0.949711	0.153521	0.965481	0.604063	1065
824	Genesis	26	Methodist	0.124702	0.127424	0.121923	0.575503	0.505472	0.849906	0.685133	0.462775	0.577361	0.779415	643
825	Genesis	38	Baptist	0.178012	0.518197	0.148697	0.124524	0.59092	0.880238	0.516102	0.111693	0.606435	0.601701	3000
826	Revelation	7	Baptist	0.136785	0.141834	0.129487	0.518444	0.485331	0.964406	0.856015	0.126233	0.583432	0.741924	2927
827	Revelation	17	Evangelical/Non-Denominational	0.183132	0.496098	0.125897	0.501033	0.534692	0.974605	0.831546	0.207713	0.392878	0.759478	2829
828	Amos	1	Brethren	0.212974	0.541959	0.125597	0.146676	0.289381	0.951552	0.596274	0.104001	0.22049	0.64817	2900
829	John,  John	3, 20	Evangelical/Non-Denominational	0.092549	0.082009	0.106972	0.613583	0.55347	0.69134	0.86322	0.416615	0.983506	0.546263	2941
830	Ephesians	3	Baptist	0.095599	0.09436	0.10793	0.606401	0.49182	0.802273	0.886995	0.081522	0.830038	0.671842	2001
831	Revelation	8	Baptist	0.181572	0.106104	0.152373	0.207992	0.53198	0.940936	0.609211	0.094517	0.480309	0.622907	1319
832	Judges	3	Baptist	0.154833	0.147784	0.154234	0.555216	0.581646	0.841271	0.820135	0.129707	0.629614	0.641791	925
833	1 Corinthians	13	Christian/Church Of Christ	0.137535	0.153264	0.131625	0.57335	0.514056	0.840884	0.303904	0.229186	0.571816	0.465281	2668
834	Matthew,  Matthew	22, 28	Foursquare	0.149774	0.113756	0.116782	0.574197	0.243728	0.877183	0.916372	0.330583	0.897571	0.660731	2697
835	Luke	3	Baptist	0.148442	0.513665	0.152663	0.157985	0.551738	0.927182	0.637141	0.238926	0.636666	0.739792	2768
836	Mark	4	Evangelical Free	0.15405	0.145978	0.113731	0.543716	0.243203	0.913165	0.46401	0.11384	0.511321	0.57491	807
837	James	1	Baptist	0.457838	0.143989	0.05684	0.629046	0.213266	0.659837	0.783322	0.157394	0.755391	0.499716	2297
838	Psalms,  Mark,  1 Thessalonians,  1 Timothy,  1 Peter,  Isaiah	107, 4, 4, 2, 3, 30	Church Of God	0.156605	0.135302	0.132276	0.531789	0.230326	0.950375	0.954318	0.227051	0.875563	0.728003	1179
839	2 Kings	3	Independent/Bible	0.201552	0.113942	0.138262	0.497241	0.535964	0.771274	0.672678	0.049141	0.504252	0.669926	444
840	2 Corinthians	9	Baptist	0.128402	0.143076	0.113514	0.592667	0.52293	0.688385	0.739456	0.423517	0.874823	0.627047	2796
841	Ephesians,  Colossians	6, 2	Evangelical/Non-Denominational	0.176777	0.17294	0.449671	0.123843	0.533615	0.972832	0.777948	0.186381	0.194961	0.776488	1654
842	Matthew,  2 Samuel	22, 7	Lutheran	0.17408	0.181049	0.129814	0.525659	0.493515	0.856817	0.392568	0.130096	0.561974	0.648101	1749
843	Galatians	3	Lutheran	0.124217	0.125918	0.122458	0.501859	0.54574	0.680909	0.573111	0.421877	0.513314	0.40876	2284
844	1 John	3	Salvation Army	0.147577	0.116645	0.124188	0.535209	0.550433	0.764075	0.882209	0.210749	0.903439	0.453954	2184
845	James,  Deuteronomy	1, 24	Christian/Church Of Christ	0.165136	0.158649	0.142404	0.12062	0.609268	0.731886	0.289069	0.16985	0.68422	0.336183	2939
846	Genesis	41	Assembly Of God	0.174351	0.130236	0.152884	0.4962	0.517185	0.654573	0.413597	0.252606	0.939316	0.608624	2380
847	Psalms	73	Anglican	0.114381	0.086605	0.120292	0.572378	0.598899	0.813859	0.501005	0.095394	0.667076	0.398843	2233
848	Habakkuk	1	Anglican	0.527263	0.492027	0.125296	0.117239	0.585028	0.772431	0.521658	0.075908	0.496214	0.500763	2097
849	2 Timothy	3	Anglican	0.180882	0.152676	0.135916	0.188948	0.514927	0.79178	0.690846	0.140491	0.657391	0.601998	2727
850	2 Timothy	3	Anglican	0.180882	0.152676	0.135916	0.188948	0.514927	0.79178	0.690846	0.140491	0.657391	0.601998	2727
851	Romans	12	Anglican	0.136671	0.140599	0.117613	0.553282	0.507755	0.754278	0.819365	0.379279	0.871908	0.524418	1728
852	1 Timothy	1	Anglican	0.145528	0.200423	0.122224	0.499327	0.495166	0.874663	0.753744	0.216608	0.734544	0.683703	2090
853	1 Timothy	1	Anglican	0.146694	0.147191	0.186299	0.446614	0.514859	0.855252	0.670586	0.196079	0.833399	0.699223	2453
854	1 Timothy,  1 Timothy	2, 2	Anglican	0.147893	0.535108	0.123433	0.482445	0.498849	0.904245	0.618011	0.427852	0.648311	0.595516	2407
855	Revelation	8	Baptist	0.147489	0.125252	0.166336	0.177114	0.571438	0.972982	0.8099	0.224339	0.449288	0.774945	3049
856	Isaiah	6	Foursquare	0.49427	0.127371	0.12644	0.447393	0.58032	0.900502	0.48835	0.126044	0.590008	0.543238	2705
857	Luke	4	Lutheran	0.135963	0.138044	0.107492	0.584304	0.517912	0.814527	0.780572	0.16918	0.569641	0.779264	902
858	Hebrews	11	Christian/Church Of Christ	0.16809	0.529214	0.143243	0.136454	0.542089	0.764293	0.701218	0.109798	0.848208	0.579754	2306
859	Nehemiah,  Nehemiah	2, 2	Baptist	0.158268	0.140492	0.167381	0.496134	0.548894	0.664959	0.857125	0.070004	0.691138	0.66845	2225
860	1 Samuel	8	Presbyterian/Reformed	0.150277	0.228934	0.114131	0.139981	0.587925	0.808781	0.920938	0.156696	0.707865	0.681057	1032
861	Matthew	23	Christian/Church Of Christ	0.143985	0.155919	0.121921	0.527966	0.539563	0.765898	0.678942	0.356329	0.717262	0.755369	1242
862	1 Peter	1	Presbyterian/Reformed	0.111833	0.123227	0.100381	0.58753	0.520035	0.874573	0.976654	0.273645	0.976919	0.752587	1115
863	Matthew	10	Presbyterian/Reformed	0.106006	0.105836	0.08692	0.588961	0.502339	0.911686	0.882714	0.125616	0.887588	0.682126	932
864	Luke	2	Presbyterian/Reformed	0.140391	0.142577	0.152325	0.547288	0.577159	0.908362	0.79112	0.196146	0.886392	0.676301	1039
865	John	1	Presbyterian/Reformed	0.134816	0.168681	0.089709	0.48036	0.565618	0.873632	0.867359	0.350455	0.859531	0.82084	1215
866	Joshua	4	Baptist	0.162142	0.098562	0.136775	0.608081	0.201986	0.882777	0.747569	0.055813	0.579318	0.603569	2814
867	Genesis	1	Evangelical/Non-Denominational	0.12964	0.101993	0.087452	0.592754	0.222418	0.974187	0.852984	0.105686	0.360733	0.765105	1348
868	Genesis	1	Evangelical/Non-Denominational	0.142917	0.531314	0.126781	0.475588	0.234314	0.973019	0.706548	0.311993	0.415235	0.550117	1010
869	Matthew	11	Baptist	0.150273	0.112527	0.171153	0.176018	0.574489	0.576151	0.484125	0.191744	0.70138	0.449607	1747
870	Matthew	11	Baptist	0.150273	0.112527	0.171153	0.176018	0.574489	0.576151	0.484125	0.191744	0.70138	0.449607	1747
871	1 Timothy	3	Anglican	0.130846	0.46874	0.151953	0.176837	0.504753	0.884033	0.596994	0.431448	0.510106	0.501416	2294
872	1 Timothy	4	Anglican	0.139856	0.149028	0.103881	0.561773	0.20791	0.733081	0.608905	0.238588	0.385618	0.368407	2598
873	1 Timothy	5	Anglican	0.155949	0.532335	0.14445	0.144818	0.506847	0.770376	0.440111	0.244516	0.504426	0.492642	2671
874	1 Timothy	6	Anglican	0.160829	0.156469	0.539594	0.543458	0.544894	0.628556	0.729168	0.138667	0.641966	0.616278	2346
875	John	2	Anglican	0.129652	0.126122	0.091728	0.529519	0.503618	0.939351	0.727881	0.306221	0.677699	0.721284	2651
876	John	2	Anglican	0.163755	0.164634	0.132561	0.188578	0.54895	0.608451	0.490581	0.149443	0.381178	0.533966	2582
877	John	4	Anglican	0.127959	0.498631	0.131919	0.49929	0.523964	0.853273	0.654847	0.353689	0.813789	0.645233	2390
878	1 Timothy,  Genesis	1, 3	Assembly Of God	0.111443	0.11439	0.71684	0.08041	0.166863	0.760428	0.307457	0.081565	0.451772	0.295867	1624
879	John	14	Nazarene	0.152827	0.155683	0.141851	0.514173	0.528988	0.827924	0.898315	0.284596	0.936667	0.730299	1813
880	Isaiah	58	Nazarene	0.151863	0.132114	0.140387	0.522827	0.504228	0.844157	0.786499	0.160995	0.594061	0.684003	2122
881	Hebrews,  1 Timothy	11, 4	Church Of God	0.154274	0.142328	0.538897	0.544683	0.233048	0.830834	0.633295	0.129302	0.744127	0.638957	2213
882	Deuteronomy,  Joshua	28, 24	Pentecostal	0.117815	0.14101	0.109352	0.556547	0.460741	0.52515	0.973054	0.122721	0.893691	0.725825	1824
883	Philippians	4	Baptist	0.115309	0.100531	0.096565	0.597914	0.481629	0.856042	0.895056	0.247932	0.937694	0.709853	1689
884	Isaiah,  Isaiah,  Joel	45, 46, 2	Salvation Army	0.126415	0.446738	0.121468	0.585498	0.227044	0.930043	0.672529	0.356393	0.761338	0.60338	697
885	Psalms,  Psalms	1, 27	United Methodist	0.123278	0.130023	0.579773	0.581233	0.231357	0.875379	0.491619	0.223434	0.74589	0.506286	808
886	Romans,  Romans	1, 12	Evangelical/Non-Denominational	0.136863	0.458887	0.120786	0.480851	0.513288	0.908619	0.655811	0.28892	0.355731	0.520505	2923
887	Galatians	5	Christian/Church Of Christ	0.149231	0.106088	0.114639	0.575061	0.510672	0.732935	0.855325	0.178559	0.888421	0.642059	1791
888	Romans,  Titus	12, 3	Evangelical/Non-Denominational	0.117946	0.489902	0.110292	0.507269	0.513702	0.89399	0.560718	0.389262	0.413684	0.341014	2770
889	Joel	2	Assembly Of God	0.478577	0.502203	0.45333	0.504607	0.263577	0.908576	0.53402	0.102428	0.274701	0.591212	2912
890	Joel	2	Assembly Of God	0.11056	0.135314	0.141268	0.214049	0.533749	0.831716	0.68856	0.14075	0.704963	0.627785	2471
891	Isaiah	9	Anglican	0.128946	0.132391	0.579193	0.442677	0.526053	0.926529	0.434249	0.110964	0.297975	0.524811	744
892	1 Peter	2	Baptist	0.215046	0.456471	0.107286	0.620479	0.481329	0.943749	0.798865	0.262879	0.290551	0.73329	2621
893	1 Peter	2	Baptist	0.212677	0.197067	0.108168	0.621104	0.482173	0.944146	0.794174	0.264314	0.292349	0.731691	2619
894	Philippians,  Philippians	3, 3	Baptist	0.16166	0.127763	0.136947	0.509573	0.509102	0.793312	0.854345	0.108587	0.768023	0.587326	485
895	1 Corinthians	9	Baptist	0.138206	0.154614	0.160404	0.503767	0.463445	0.351212	0.807299	0.076808	0.052904	0.81073	364
896	1 Corinthians	9	Baptist	0.138206	0.154614	0.160404	0.503767	0.463445	0.351212	0.807299	0.076808	0.052904	0.81073	364
897	Psalms	100	Baptist	0.086062	0.140688	0.092972	0.568014	0.236546	0.91029	0.867763	0.422076	0.907829	0.840862	354
898	Jonah,  Jonah	1, 2	Baptist	0.194699	0.541015	0.591162	0.50658	0.563267	0.850478	0.485366	0.147452	0.596202	0.731115	1154
899	Revelation	8	Baptist	0.172747	0.523514	0.147602	0.574245	0.50629	0.973087	0.398975	0.126553	0.110798	0.626129	2322
900	Judges,  Judges	1, 1	Baptist	0.164049	0.526733	0.145087	0.510931	0.551312	0.868077	0.729074	0.154647	0.143109	0.720501	2807
901	Matthew	9	Baptist	0.16698	0.154731	0.15092	0.487521	0.586143	0.744242	0.550282	0.066835	0.845879	0.654681	2325
902	Matthew	9	Baptist	0.158919	0.482419	0.14523	0.500319	0.526916	0.865783	0.383417	0.304121	0.850667	0.658422	2828
903	Matthew	9	Baptist	0.184249	0.105669	0.117332	0.532945	0.508158	0.865745	0.629105	0.141916	0.462345	0.657859	2705
904	Revelation	3	Baptist	0.144332	0.140029	0.150583	0.470692	0.504885	0.902724	0.605639	0.304265	0.639596	0.719076	2964
905	Luke	1	Nazarene	0.124211	0.101518	0.102914	0.554629	0.519222	0.801797	0.393953	0.031727	0.804695	0.421836	1833
906	Luke	2	Nazarene	0.116289	0.121042	0.088131	0.577511	0.525786	0.681658	0.938144	0.326261	0.942333	0.854117	1676
907	Luke	2	Nazarene	0.102323	0.111128	0.095501	0.604781	0.528964	0.520948	0.944527	0.261161	0.981812	0.723878	1645
908	2 Corinthians,  Philippians	5, 3	Nazarene	0.125045	0.112148	0.118131	0.594088	0.479567	0.640108	0.87249	0.293941	0.878962	0.63924	1667
909	James	1	Nazarene	0.141059	0.167579	0.102363	0.498901	0.611267	0.642999	0.847351	0.062541	0.735646	0.529252	2136
910	1 Timothy	4	Christian Church	0.169902	0.515033	0.128282	0.435088	0.513903	0.856663	0.339983	0.501332	0.728103	0.514958	3092
911	Nehemiah	1	Baptist	0.119415	0.170842	0.448144	0.554569	0.523276	0.826394	0.789363	0.068843	0.580565	0.660637	1792
912	Job	1	Baptist	0.170852	0.097907	0.177999	0.150049	0.588255	0.674707	0.554834	0.065236	0.755291	0.676068	2581
913	Matthew	18	Nazarene	0.13475	0.162073	0.151921	0.529544	0.588307	0.670435	0.672226	0.048596	0.760425	0.579805	2191
914	Ephesians	1	Presbyterian/Reformed	0.145107	0.175957	0.14615	0.608581	0.269422	0.939702	0.83955	0.239974	0.709739	0.781601	2994
915	Ephesians	4	Christian/Church Of Christ	0.456064	0.176154	0.157556	0.137999	0.555003	0.664774	0.715233	0.185576	0.555092	0.739625	2222
916	Ezra	1	Baptist	0.133436	0.162389	0.13473	0.546326	0.247149	0.806963	0.755257	0.094101	0.366728	0.758938	2956
917	Revelation	8	Baptist	0.153701	0.129639	0.16362	0.515126	0.268234	0.955124	0.697769	0.07747	0.164022	0.656153	1572
918	2 Timothy	1	Catholic	0.163218	0.163092	0.152919	0.179083	0.514819	0.889547	0.567813	0.415959	0.319356	0.383313	773
919	Isaiah,  1 Corinthians	5, 14	Salvation Army	0.48595	0.476158	0.139534	0.115568	0.524191	0.945102	0.570813	0.319522	0.212591	0.448881	2917
